Hours_Studied,Attendance(%),Previous_Scores,Parental_Education_Level,Gender,Exam_Score
19,63,56,High School,Female,64
29,92,84,Postgraduate,Male,71
16,93,71,High School,Male,67
31,67,92,High School,Female,66
20,94,89,High School,Male,71
11,87,57,High School,Male,62
21,81,73,High School,Male,67
16,93,51,College,Male,67
25,77,71,High School,Female,66
16,68,85,Postgraduate,Female,64
17,71,62,College,Male,62
9,80,91,College,Female,65
17,81,53,College,Male,63
5,92,52,College,Female,64
10,92,51,High School,Female,65
25,83,64,College,Male,68
25,91,73,High School,Female,72
23,68,55,College,Male,64
14,62,100,High School,Male,62
20,95,100,High School,Female,69
20,63,76,Postgraduate,Female,64
13,70,78,High School,Female,61
29,88,96,High School,Female,72
25,76,88,College,Male,66
19,95,58,High School,Male,69
20,72,90,College,Female,65
21,60,62,High School,Male,64
8,72,72,High School,Female,62
19,83,77,High School,Male,66
16,75,86,College,Female,62
14,81,58,Postgraduate,Male,66
18,95,54,College,Female,70
31,96,93,High School,Male,75
24,71,91,High School,Female,67
17,78,76,College,Male,66
23,82,83,Postgraduate,Male,71
28,98,86,High School,Female,75
26,100,74,High School,Female,72
20,69,63,,Female,64
16,89,74,High School,Male,65
24,75,98,High School,Male,67
22,60,92,High School,Male,63
25,60,73,High School,Male,62
24,78,61,College,Female,69
26,80,94,Postgraduate,Male,70
17,61,82,Postgraduate,Male,63
28,87,70,Postgraduate,Male,71
21,72,56,High School,Male,63
32,82,88,College,Male,71
16,72,66,College,Male,63
30,67,80,,Male,68
21,76,78,High School,Male,65
16,69,85,High School,Female,66
17,81,77,College,Male,66
18,68,82,High School,Male,66
23,80,54,,Female,65
23,66,83,High School,Female,66
17,87,60,High School,Female,67
20,90,70,High School,Female,68
33,64,76,High School,Male,68
30,79,84,College,Female,69
23,63,87,Postgraduate,Male,64
20,84,85,High School,Male,67
21,71,55,High School,Female,63
24,81,69,College,Male,67
14,81,64,High School,Female,64
18,97,70,High School,Female,66
10,82,82,High School,Male,65
22,83,60,Postgraduate,Female,68
24,76,75,High School,Male,66
17,98,94,College,Male,71
29,91,87,College,Female,74
13,71,86,Postgraduate,Male,65
11,94,92,High School,Female,68
21,77,70,College,Male,68
26,93,88,College,Male,72
30,93,53,Postgraduate,Female,74
17,68,53,College,Male,61
26,88,67,High School,Male,65
20,72,60,High School,Male,63
19,72,76,High School,Female,66
25,72,59,High School,Male,66
24,89,99,High School,Female,73
11,69,93,College,Male,63
29,60,99,High School,Female,68
28,89,90,Postgraduate,Female,73
16,67,98,High School,Male,63
22,64,68,High School,Male,65
23,70,75,,Female,66
22,75,62,Postgraduate,Female,65
17,79,82,College,Male,66
16,62,89,College,Female,65
20,99,75,Postgraduate,Female,70
27,89,65,High School,Female,70
23,73,75,High School,Female,68
18,73,53,Postgraduate,Male,64
25,78,86,Postgraduate,Female,68
3,85,73,High School,Male,62
27,66,95,College,Male,68
10,68,96,College,Male,61
18,94,56,Postgraduate,Male,69
13,70,100,High School,Male,65
12,75,98,College,Male,65
27,95,81,High School,Male,72
17,87,91,College,Female,70
22,74,51,High School,Male,65
20,87,99,High School,Male,69
23,61,73,College,Male,65
20,89,95,High School,Male,69
12,79,69,Postgraduate,Male,65
26,93,89,College,Male,72
17,98,71,Postgraduate,Female,70
11,97,68,High School,Female,64
17,96,97,High School,Female,67
29,80,85,High School,Male,69
25,74,92,Postgraduate,Male,70
18,79,77,High School,Male,65
18,88,96,High School,Female,69
18,95,87,College,Male,74
32,68,54,Postgraduate,Male,66
22,97,88,College,Male,72
23,93,51,High School,Male,67
26,99,91,Postgraduate,Female,75
21,95,67,College,Female,70
18,71,80,Postgraduate,Female,63
19,64,87,High School,Male,65
20,64,82,High School,Female,64
20,72,84,High School,Female,65
24,85,95,High School,Female,70
20,92,69,Postgraduate,Male,67
24,96,77,High School,Female,67
20,85,59,Postgraduate,Female,68
20,60,73,College,Male,65
8,67,58,Postgraduate,Female,61
25,64,82,High School,Female,63
22,75,66,High School,Male,80
26,80,93,Postgraduate,Male,69
3,62,67,High School,Male,55
33,74,64,Postgraduate,Female,70
19,67,75,College,Female,65
27,86,59,High School,Male,68
14,79,60,High School,Male,64
24,80,89,College,Male,69
14,77,75,High School,Female,89
16,98,60,High School,Male,67
31,69,52,College,Male,92
19,81,73,High School,Female,67
21,89,87,College,Male,70
25,82,68,College,Male,68
23,97,62,Postgraduate,Male,70
21,75,70,Postgraduate,Male,67
22,79,98,High School,Male,69
34,64,71,High School,Female,67
20,84,63,High School,Female,69
21,72,78,High School,Female,63
26,66,91,College,Female,69
27,82,51,High School,Male,66
27,81,78,High School,Male,68
24,63,92,Postgraduate,Male,69
13,88,61,High School,Female,66
30,85,96,High School,Female,72
13,68,79,College,Male,62
22,79,76,High School,Male,67
15,89,98,College,Male,67
20,81,56,High School,Male,67
22,76,87,College,Female,65
22,73,91,Postgraduate,Male,67
23,84,74,High School,Female,66
30,98,50,College,Male,70
23,87,76,Postgraduate,Female,71
19,63,58,Postgraduate,Female,64
26,78,78,High School,Female,69
27,96,87,College,Male,72
13,64,77,High School,Male,60
24,100,82,High School,Male,71
24,98,55,High School,Male,71
18,63,55,Postgraduate,Female,66
28,97,93,High School,Female,74
19,75,52,Postgraduate,Male,64
21,94,64,High School,Male,68
19,77,97,High School,Male,66
20,78,73,College,Female,65
13,85,84,High School,Female,64
11,91,61,Postgraduate,Male,65
30,61,64,Postgraduate,Male,69
15,84,75,Postgraduate,Female,68
14,67,82,High School,Female,62
7,74,98,High School,Male,63
16,74,79,Postgraduate,Female,65
12,79,55,College,Female,62
30,73,68,Postgraduate,Male,67
26,64,62,High School,Male,64
16,66,63,College,Male,61
34,61,75,College,Male,65
26,79,66,High School,Male,67
18,98,64,Postgraduate,Male,70
5,65,98,High School,Male,59
34,98,79,College,Male,75
12,89,63,College,Male,67
10,85,64,College,Male,64
26,86,91,High School,Female,72
35,93,94,College,Female,76
28,64,84,Postgraduate,Male,69
23,80,72,High School,Male,65
24,88,88,Postgraduate,Female,72
25,83,97,High School,Male,69
25,93,58,High School,Female,71
22,63,93,High School,Male,64
21,88,92,Postgraduate,Female,74
20,81,68,College,Male,68
15,75,65,Postgraduate,Female,66
18,74,78,High School,Female,65
10,85,64,Postgraduate,Female,67
19,96,57,High School,Female,69
14,80,98,High School,Male,66
13,93,75,High School,Male,69
21,76,74,High School,Male,67
28,64,56,College,Male,64
26,62,75,College,Male,67
11,62,87,High School,Female,61
14,75,62,High School,Female,61
26,73,68,High School,Male,68
14,89,59,Postgraduate,Male,66
19,90,68,High School,Male,66
23,62,93,College,Female,68
14,69,62,High School,Male,63
21,71,51,Postgraduate,Female,66
12,82,77,College,Female,66
16,66,79,College,Female,66
22,65,66,High School,Male,65
10,98,82,College,Male,69
23,92,52,High School,Female,71
20,67,67,College,Female,66
23,76,57,High School,Female,66
21,74,61,High School,Male,65
28,92,69,High School,Female,71
21,80,75,High School,Male,69
17,65,55,High School,Female,61
21,90,55,High School,Female,70
23,76,84,College,Female,70
20,71,70,High School,Female,65
20,75,59,Postgraduate,Male,64
16,80,62,Postgraduate,Female,68
16,74,86,High School,Female,63
12,70,53,College,Male,63
30,76,75,College,Female,71
13,61,68,High School,Male,58
16,91,91,High School,Female,68
16,67,90,High School,Male,65
25,62,84,College,Female,65
18,86,69,High School,Male,68
27,91,82,High School,Male,69
16,93,82,High School,Male,71
22,80,67,Postgraduate,Male,65
15,68,94,Postgraduate,Female,64
33,89,99,College,Male,75
13,88,66,High School,Female,67
22,70,90,College,Female,68
24,96,75,College,Female,72
22,64,73,Postgraduate,Female,67
19,99,69,High School,Male,72
19,94,65,Postgraduate,Male,69
20,88,96,Postgraduate,Male,68
19,98,87,High School,Male,70
26,89,72,College,Female,69
33,68,88,College,Male,67
17,78,86,College,Female,63
12,63,63,High School,Male,61
19,76,59,High School,Female,66
35,90,92,High School,Male,73
15,75,91,College,Male,67
30,73,100,High School,Female,72
30,84,51,Postgraduate,Male,69
17,95,77,High School,Female,69
23,62,85,College,Male,63
30,75,79,High School,Male,67
18,66,86,High School,Female,63
19,88,57,College,Male,66
17,64,50,High School,Female,62
14,87,55,Postgraduate,Male,68
16,71,69,Postgraduate,Female,65
13,68,66,College,Male,59
20,97,94,College,Male,72
15,61,54,Postgraduate,Male,63
21,78,72,Postgraduate,Male,68
11,61,98,High School,Male,61
22,79,75,High School,Female,65
25,80,57,High School,Female,68
8,73,65,College,Male,61
22,65,81,Postgraduate,Male,63
27,75,51,Postgraduate,Male,67
13,87,98,Postgraduate,Male,66
30,91,78,Postgraduate,Male,75
23,81,85,High School,Male,68
16,84,75,High School,Female,65
20,68,98,High School,Female,64
23,71,79,,Male,67
20,66,83,College,Male,64
23,70,93,Postgraduate,Female,67
14,69,93,High School,Male,63
21,81,51,College,Female,67
12,83,64,Postgraduate,Female,65
19,98,62,High School,Female,70
15,68,50,High School,Male,62
16,86,94,High School,Female,69
27,93,66,College,Female,70
27,82,67,High School,Male,68
24,70,55,Postgraduate,Female,68
13,71,99,Postgraduate,Male,64
18,62,91,High School,Male,63
27,72,79,Postgraduate,Female,68
21,90,89,High School,Female,67
34,62,89,College,Female,68
22,69,83,College,Female,66
21,88,59,Postgraduate,Male,67
18,91,86,High School,Male,69
21,78,78,,Male,68
19,88,86,College,Male,70
24,76,77,Postgraduate,Female,68
26,66,98,College,Male,66
15,76,81,Postgraduate,Female,67
12,83,79,High School,Female,65
9,98,92,High School,Male,67
23,63,69,High School,Male,63
13,80,66,High School,Female,64
7,73,75,College,Female,64
22,80,79,College,Female,66
35,61,61,High School,Male,68
20,73,84,High School,Male,67
25,93,90,College,Male,72
20,82,79,High School,Male,67
19,78,76,College,Female,66
26,71,65,College,Female,66
18,72,95,High School,Male,67
22,75,88,Postgraduate,Male,65
22,93,74,College,Male,70
16,99,83,Postgraduate,Female,69
26,78,67,High School,Male,69
19,76,53,College,Female,66
15,94,60,High School,Male,66
23,77,54,College,Female,67
15,82,75,High School,Male,67
20,69,81,High School,Male,67
20,90,69,High School,Female,72
27,81,77,College,Female,68
23,92,54,Postgraduate,Male,70
20,91,88,High School,Male,69
25,69,52,High School,Male,65
28,89,82,Postgraduate,Male,72
23,92,72,College,Female,69
20,74,59,High School,Female,68
12,67,76,High School,Male,62
14,60,89,High School,Male,60
18,78,71,High School,Male,67
16,74,68,College,Male,67
19,82,57,High School,Male,67
20,68,80,High School,Female,63
23,94,91,High School,Male,71
20,70,78,College,Female,66
23,69,58,Postgraduate,Female,65
20,79,83,High School,Female,69
8,80,52,High School,Female,63
14,69,92,Postgraduate,Female,64
19,71,96,College,Female,67
13,67,80,High School,Male,62
24,89,94,High School,Male,68
29,91,54,Postgraduate,Male,71
27,78,61,High School,Female,66
19,89,66,Postgraduate,Female,69
29,89,89,High School,Male,71
21,66,74,High School,Female,66
18,99,67,Postgraduate,Female,72
16,93,58,College,Female,70
18,68,91,Postgraduate,Female,65
18,67,51,College,Female,64
21,65,67,College,Male,63
21,66,62,High School,Male,63
20,90,56,High School,Male,66
23,79,59,College,Male,68
27,91,75,College,Male,74
26,90,71,College,Female,71
11,84,76,High School,Female,67
5,87,86,Postgraduate,Female,66
26,61,95,College,Male,67
12,72,56,High School,Male,62
19,86,54,Postgraduate,Male,68
13,60,66,Postgraduate,Male,62
9,61,77,High School,Male,82
23,94,55,High School,Male,70
25,87,86,College,Male,72
17,71,78,College,Female,64
4,88,87,College,Male,66
17,92,68,College,Female,68
22,72,70,Postgraduate,Male,64
11,61,90,High School,Female,61
21,97,63,High School,Male,69
20,74,69,College,Male,68
23,64,51,College,Male,64
21,80,78,High School,Female,67
14,91,93,High School,Male,67
27,69,51,High School,Male,65
19,71,81,High School,Female,68
20,70,92,High School,Male,67
14,100,75,Postgraduate,Male,67
17,68,66,High School,Male,64
15,83,100,College,Female,70
19,97,53,College,Male,69
30,66,61,High School,Male,66
12,99,94,Postgraduate,Male,69
10,98,65,High School,Male,66
29,95,91,High School,Female,73
19,69,67,Postgraduate,Male,66
16,85,91,Postgraduate,Male,69
26,90,84,High School,Male,70
16,99,73,College,Male,71
31,67,76,College,Male,70
24,91,59,High School,Male,69
17,74,56,High School,Male,63
33,67,86,High School,Female,71
16,77,92,College,Male,67
24,92,86,High School,Female,73
22,79,96,College,Male,68
28,82,95,High School,Male,69
29,100,89,High School,Female,76
20,76,95,High School,Male,68
15,85,58,College,Male,65
23,75,87,High School,Female,66
16,76,88,Postgraduate,Male,65
32,88,58,High School,Male,69
21,98,95,High School,Male,71
18,82,50,High School,Male,66
21,91,72,High School,Female,69
12,64,51,College,Male,59
14,68,76,High School,Male,65
27,80,71,College,Male,72
16,61,81,College,Male,60
14,70,88,College,Female,64
23,81,88,Postgraduate,Male,69
27,61,86,High School,Female,70
24,71,55,College,Male,67
26,81,71,High School,Female,67
15,83,91,College,Male,64
11,97,83,High School,Male,68
29,86,84,High School,Female,72
18,77,61,High School,Female,65
18,97,66,College,Male,70
28,91,98,Postgraduate,Male,75
23,68,92,High School,Male,65
23,65,58,College,Female,63
33,87,77,High School,Male,71
16,82,75,College,Female,66
26,92,72,High School,Female,69
20,90,74,Postgraduate,Female,68
22,85,82,Postgraduate,Male,71
29,99,98,Postgraduate,Male,77
23,81,94,College,Female,70
23,65,94,College,Female,66
26,93,85,College,Female,73
18,70,51,College,Male,62
15,91,72,High School,Female,65
14,98,76,Postgraduate,Male,71
8,88,92,College,Male,66
32,84,96,High School,Female,72
13,78,73,High School,Male,64
19,75,65,High School,Female,63
18,74,67,High School,Male,63
22,85,79,High School,Female,72
25,90,64,High School,Male,71
25,87,96,High School,Female,72
17,68,71,High School,Male,65
19,80,100,High School,Female,67
22,92,55,High School,Female,68
19,79,59,Postgraduate,Male,66
30,81,76,Postgraduate,Male,72
23,91,93,High School,Female,71
24,86,68,College,Female,70
24,76,92,Postgraduate,Female,68
27,96,71,College,Female,72
21,67,93,College,Male,66
12,100,64,High School,Male,69
22,65,74,College,Male,65
16,61,64,High School,Male,62
17,96,61,College,Female,69
24,70,71,High School,Male,65
27,89,67,College,Female,69
20,92,89,High School,Female,69
22,94,87,College,Female,73
30,100,68,Postgraduate,Female,75
21,72,100,College,Male,70
36,88,99,College,Female,74
23,65,96,High School,Male,65
9,76,79,College,Male,63
25,94,71,College,Female,74
22,75,66,Postgraduate,Male,67
28,84,51,Postgraduate,Female,71
24,80,82,College,Female,68
19,86,78,College,Female,69
13,99,81,Postgraduate,Male,71
19,62,79,High School,Female,66
15,83,57,Postgraduate,Male,65
17,95,85,College,Female,66
24,79,68,High School,Male,65
30,63,76,Postgraduate,Female,67
22,82,68,Postgraduate,Male,70
13,73,51,Postgraduate,Male,63
23,66,94,Postgraduate,Male,64
27,94,57,High School,Male,71
16,81,79,College,Female,68
19,97,94,Postgraduate,Male,72
20,92,61,College,Male,71
15,88,71,Postgraduate,Male,64
24,60,69,High School,Male,64
19,77,54,College,Male,66
23,68,71,High School,Female,68
15,96,74,High School,Male,68
17,67,51,High School,Male,65
24,71,74,High School,Male,67
18,81,55,High School,Male,64
30,71,95,College,Male,70
18,68,83,College,Male,65
21,84,53,High School,Female,65
26,64,91,High School,Male,68
11,62,68,High School,Male,61
9,75,61,High School,Male,63
11,89,63,College,Female,65
28,82,80,High School,Female,69
17,77,54,College,Male,64
35,83,53,High School,Female,69
17,75,81,Postgraduate,Male,67
21,97,99,Postgraduate,Male,74
29,62,74,College,Male,66
32,87,71,College,Male,72
32,96,97,College,Male,73
27,92,62,College,Male,73
26,67,62,High School,Male,63
24,72,95,Postgraduate,Male,69
25,89,82,Postgraduate,Male,71
17,63,53,College,Male,63
15,92,84,High School,Female,69
20,89,91,College,Male,72
19,89,64,Postgraduate,Female,68
17,64,69,High School,Female,62
24,89,60,High School,Male,68
26,87,82,Postgraduate,Male,71
21,93,83,High School,Male,67
29,62,53,College,Female,65
13,61,84,Postgraduate,Male,60
19,75,83,High School,Male,68
16,66,52,High School,Male,59
9,82,78,,Female,64
20,97,81,High School,Male,71
